Filename	Label	seg_Start	seg_End	t_ms	CPP	Energy	HNR05	soe	
03_hemp.mat	"m"	1101.813	1206.164	1102.000	14.839	0.669	10.277	NA	
03_hemp.mat	"m"	1101.813	1206.164	1103.000	14.409	0.751	8.801	NA	
03_hemp.mat	"m"	1101.813	1206.164	1104.000	13.361	0.776	6.111	NA	
03_hemp.mat	"m"	1101.813	1206.164	1105.000	14.306	0.854	8.528	NA	
03_hemp.mat	"m"	1101.813	1206.164	1106.000	14.169	0.876	6.812	0.006	
03_hemp.mat	"m"	1101.813	1206.164	1107.000	13.795	0.879	5.426	NA	
03_hemp.mat	"m"	1101.813	1206.164	1108.000	14.970	0.881	4.597	NA	
03_hemp.mat	"m"	1101.813	1206.164	1109.000	15.835	0.920	6.975	NA	
03_hemp.mat	"m"	1101.813	1206.164	1110.000	16.361	1.050	4.772	NA	
03_hemp.mat	"m"	1101.813	1206.164	1111.000	16.122	1.093	5.198	NA	
03_hemp.mat	"m"	1101.813	1206.164	1112.000	16.959	1.128	3.706	NA	
03_hemp.mat	"m"	1101.813	1206.164	1113.000	17.705	1.200	7.724	0.021	
03_hemp.mat	"m"	1101.813	1206.164	1114.000	17.288	1.224	2.630	NA	
03_hemp.mat	"m"	1101.813	1206.164	1115.000	16.479	1.229	0.728	NA	
03_hemp.mat	"m"	1101.813	1206.164	1116.000	17.892	1.230	5.212	NA	
03_hemp.mat	"m"	1101.813	1206.164	1117.000	18.715	1.235	5.385	NA	
03_hemp.mat	"m"	1101.813	1206.164	1118.000	17.089	1.244	7.703	NA	
03_hemp.mat	"m"	1101.813	1206.164	1119.000	17.083	1.246	7.151	NA	
03_hemp.mat	"m"	1101.813	1206.164	1120.000	18.993	1.304	4.047	NA	
03_hemp.mat	"m"	1101.813	1206.164	1121.000	16.217	1.498	5.519	0.020	
03_hemp.mat	"m"	1101.813	1206.164	1122.000	17.859	1.539	6.259	NA	
03_hemp.mat	"m"	1101.813	1206.164	1123.000	19.332	1.601	5.605	NA	
03_hemp.mat	"m"	1101.813	1206.164	1124.000	16.757	1.671	7.101	NA	
03_hemp.mat	"m"	1101.813	1206.164	1125.000	18.382	1.689	6.910	NA	
03_hemp.mat	"m"	1101.813	1206.164	1126.000	18.058	1.689	3.442	NA	
03_hemp.mat	"m"	1101.813	1206.164	1127.000	18.264	1.681	3.568	NA	
03_hemp.mat	"m"	1101.813	1206.164	1128.000	16.120	1.683	2.984	NA	
03_hemp.mat	"m"	1101.813	1206.164	1129.000	17.210	1.679	4.449	0.021	
03_hemp.mat	"m"	1101.813	1206.164	1130.000	16.044	1.696	3.179	NA	
03_hemp.mat	"m"	1101.813	1206.164	1131.000	15.711	1.891	4.876	NA	
03_hemp.mat	"m"	1101.813	1206.164	1132.000	16.711	1.924	4.451	NA	
03_hemp.mat	"m"	1101.813	1206.164	1133.000	15.814	1.963	3.490	NA	
03_hemp.mat	"m"	1101.813	1206.164	1134.000	17.548	1.911	2.733	NA	
03_hemp.mat	"m"	1101.813	1206.164	1135.000	14.871	1.906	6.186	NA	
03_hemp.mat	"m"	1101.813	1206.164	1136.000	15.711	1.908	7.283	0.024	
03_hemp.mat	"m"	1101.813	1206.164	1137.000	17.319	1.938	10.238	NA	
03_hemp.mat	"m"	1101.813	1206.164	1138.000	14.525	2.095	10.329	NA	
03_hemp.mat	"m"	1101.813	1206.164	1139.000	18.683	2.106	11.300	NA	
03_hemp.mat	"m"	1101.813	1206.164	1140.000	18.100	2.166	13.629	NA	
03_hemp.mat	"m"	1101.813	1206.164	1141.000	18.983	2.149	16.551	NA	
03_hemp.mat	"m"	1101.813	1206.164	1142.000	19.924	2.146	17.505	NA	
03_hemp.mat	"m"	1101.813	1206.164	1143.000	20.576	2.156	21.237	NA	
03_hemp.mat	"m"	1101.813	1206.164	1144.000	21.189	2.164	23.211	NA	
03_hemp.mat	"m"	1101.813	1206.164	1145.000	20.359	2.217	21.903	0.024	
03_hemp.mat	"m"	1101.813	1206.164	1146.000	19.452	2.426	19.495	NA	
03_hemp.mat	"m"	1101.813	1206.164	1147.000	18.647	2.438	21.859	NA	
03_hemp.mat	"m"	1101.813	1206.164	1148.000	22.005	2.541	23.731	NA	
03_hemp.mat	"m"	1101.813	1206.164	1149.000	21.351	2.535	21.777	NA	
03_hemp.mat	"m"	1101.813	1206.164	1150.000	21.292	2.519	21.203	NA	
03_hemp.mat	"m"	1101.813	1206.164	1151.000	20.912	2.523	26.313	NA	
03_hemp.mat	"m"	1101.813	1206.164	1152.000	19.028	2.538	22.901	NA	
03_hemp.mat	"m"	1101.813	1206.164	1153.000	20.002	2.555	22.832	0.026	
03_hemp.mat	"m"	1101.813	1206.164	1154.000	20.435	2.730	24.750	NA	
03_hemp.mat	"m"	1101.813	1206.164	1155.000	19.557	2.754	19.303	NA	
03_hemp.mat	"m"	1101.813	1206.164	1156.000	19.047	2.829	26.861	NA	
03_hemp.mat	"m"	1101.813	1206.164	1157.000	18.642	2.847	20.568	NA	
03_hemp.mat	"m"	1101.813	1206.164	1158.000	19.265	2.844	19.157	NA	
03_hemp.mat	"m"	1101.813	1206.164	1159.000	21.158	2.849	21.541	NA	
03_hemp.mat	"m"	1101.813	1206.164	1160.000	21.541	2.861	26.750	NA	
03_hemp.mat	"m"	1101.813	1206.164	1161.000	20.578	2.896	26.678	0.028	
03_hemp.mat	"m"	1101.813	1206.164	1162.000	20.783	2.995	26.752	NA	
03_hemp.mat	"m"	1101.813	1206.164	1163.000	19.433	3.010	28.673	NA	
03_hemp.mat	"m"	1101.813	1206.164	1164.000	20.187	3.087	23.942	NA	
03_hemp.mat	"m"	1101.813	1206.164	1165.000	19.199	3.105	26.830	NA	
03_hemp.mat	"m"	1101.813	1206.164	1166.000	19.448	3.102	32.366	NA	
03_hemp.mat	"m"	1101.813	1206.164	1167.000	18.510	3.113	31.933	NA	
03_hemp.mat	"m"	1101.813	1206.164	1168.000	17.776	3.140	30.640	NA	
03_hemp.mat	"m"	1101.813	1206.164	1169.000	18.467	3.159	22.703	0.028	
03_hemp.mat	"m"	1101.813	1206.164	1170.000	20.663	3.272	24.091	NA	
03_hemp.mat	"m"	1101.813	1206.164	1171.000	19.084	3.330	25.004	NA	
03_hemp.mat	"m"	1101.813	1206.164	1172.000	20.095	3.401	31.389	NA	
03_hemp.mat	"m"	1101.813	1206.164	1173.000	19.818	3.451	18.457	NA	
03_hemp.mat	"m"	1101.813	1206.164	1174.000	21.944	3.445	19.910	NA	
03_hemp.mat	"m"	1101.813	1206.164	1175.000	20.730	3.451	24.631	NA	
03_hemp.mat	"m"	1101.813	1206.164	1176.000	20.844	3.470	16.873	NA	
03_hemp.mat	"m"	1101.813	1206.164	1177.000	19.043	3.483	23.838	0.029	
03_hemp.mat	"m"	1101.813	1206.164	1178.000	19.243	3.632	22.218	NA	
03_hemp.mat	"m"	1101.813	1206.164	1179.000	19.549	3.662	22.418	NA	
03_hemp.mat	"m"	1101.813	1206.164	1180.000	20.562	3.745	21.383	NA	
03_hemp.mat	"m"	1101.813	1206.164	1181.000	21.522	3.780	19.661	NA	
03_hemp.mat	"m"	1101.813	1206.164	1182.000	19.151	3.760	21.535	NA	
03_hemp.mat	"m"	1101.813	1206.164	1183.000	19.926	3.769	22.915	NA	
03_hemp.mat	"m"	1101.813	1206.164	1184.000	20.147	3.959	18.668	NA	
03_hemp.mat	"m"	1101.813	1206.164	1185.000	18.084	4.106	18.987	NA	
03_hemp.mat	"m"	1101.813	1206.164	1186.000	15.755	5.877	8.462	0.031	
03_hemp.mat	"m"	1101.813	1206.164	1187.000	17.644	6.942	9.880	NA	
03_hemp.mat	"m"	1101.813	1206.164	1188.000	20.744	7.561	3.654	NA	
03_hemp.mat	"m"	1101.813	1206.164	1189.000	13.245	7.570	3.900	NA	
03_hemp.mat	"m"	1101.813	1206.164	1190.000	20.827	7.710	-0.779	NA	
03_hemp.mat	"m"	1101.813	1206.164	1191.000	19.592	8.526	0.303	NA	
03_hemp.mat	"m"	1101.813	1206.164	1192.000	11.175	8.681	-0.498	NA	
03_hemp.mat	"m"	1101.813	1206.164	1193.000	21.069	9.158	-0.005	NA	
03_hemp.mat	"m"	1101.813	1206.164	1194.000	10.146	9.981	-1.358	0.032	
03_hemp.mat	"m"	1101.813	1206.164	1195.000	18.467	11.885	-3.761	NA	
03_hemp.mat	"m"	1101.813	1206.164	1196.000	17.689	13.854	-1.448	NA	
03_hemp.mat	"m"	1101.813	1206.164	1197.000	18.071	14.556	-5.004	NA	
03_hemp.mat	"m"	1101.813	1206.164	1198.000	11.677	15.161	-6.520	NA	
03_hemp.mat	"m"	1101.813	1206.164	1199.000	15.553	15.443	-6.769	NA	
03_hemp.mat	"m"	1101.813	1206.164	1200.000	12.416	15.514	-5.475	NA	
03_hemp.mat	"m"	1101.813	1206.164	1201.000	17.138	16.216	-9.064	NA	
03_hemp.mat	"m"	1101.813	1206.164	1202.000	18.673	16.403	-11.111	0.036	
03_hemp.mat	"m"	1101.813	1206.164	1203.000	19.628	16.596	-12.327	NA	
03_hemp.mat	"m"	1101.813	1206.164	1204.000	20.386	18.424	-11.096	NA	
03_hemp.mat	"m"	1101.813	1206.164	1205.000	20.766	22.827	-6.602	NA	
03_hemp.mat	"m"	1101.813	1206.164	1206.000	21.553	26.936	-6.522	NA	
08_mud.mat	"l"	642.248	723.709	642.000	15.282	0.035	12.107	0.001	
08_mud.mat	"l"	642.248	723.709	643.000	13.843	0.035	10.881	NA	
08_mud.mat	"l"	642.248	723.709	644.000	14.437	0.035	10.063	NA	
08_mud.mat	"l"	642.248	723.709	645.000	14.497	0.036	9.089	NA	
08_mud.mat	"l"	642.248	723.709	646.000	14.462	0.036	8.379	NA	
08_mud.mat	"l"	642.248	723.709	647.000	14.136	0.036	8.286	NA	
08_mud.mat	"l"	642.248	723.709	648.000	13.553	0.036	8.243	NA	
08_mud.mat	"l"	642.248	723.709	649.000	12.698	0.036	8.605	NA	
08_mud.mat	"l"	642.248	723.709	650.000	12.280	0.037	9.130	NA	
08_mud.mat	"l"	642.248	723.709	651.000	12.956	0.037	10.627	NA	
08_mud.mat	"l"	642.248	723.709	652.000	15.566	0.037	12.151	NA	
08_mud.mat	"l"	642.248	723.709	653.000	16.171	0.038	13.555	NA	
08_mud.mat	"l"	642.248	723.709	654.000	15.512	0.039	14.661	NA	
08_mud.mat	"l"	642.248	723.709	655.000	15.568	0.039	16.078	NA	
08_mud.mat	"l"	642.248	723.709	656.000	14.666	0.040	20.013	NA	
08_mud.mat	"l"	642.248	723.709	657.000	14.487	0.041	19.514	0.002	
08_mud.mat	"l"	642.248	723.709	658.000	14.667	0.041	20.637	NA	
08_mud.mat	"l"	642.248	723.709	659.000	14.048	0.042	24.035	NA	
08_mud.mat	"l"	642.248	723.709	660.000	15.270	0.040	24.621	NA	
08_mud.mat	"l"	642.248	723.709	661.000	15.219	0.023	25.285	NA	
08_mud.mat	"l"	642.248	723.709	662.000	15.544	0.021	30.043	NA	
08_mud.mat	"l"	642.248	723.709	663.000	16.184	0.041	20.523	0.001	
08_mud.mat	"l"	642.248	723.709	664.000	18.142	0.085	20.448	NA	
08_mud.mat	"l"	642.248	723.709	665.000	14.297	0.096	23.938	NA	
08_mud.mat	"l"	642.248	723.709	666.000	17.440	0.097	20.926	NA	
08_mud.mat	"l"	642.248	723.709	667.000	12.741	0.103	20.971	NA	
08_mud.mat	"l"	642.248	723.709	668.000	13.780	0.108	16.109	NA	
08_mud.mat	"l"	642.248	723.709	669.000	14.848	0.110	15.973	NA	
08_mud.mat	"l"	642.248	723.709	670.000	15.511	0.113	15.958	NA	
08_mud.mat	"l"	642.248	723.709	671.000	15.112	0.125	14.888	0.003	
08_mud.mat	"l"	642.248	723.709	672.000	13.951	0.128	14.072	NA	
08_mud.mat	"l"	642.248	723.709	673.000	13.335	0.129	11.546	NA	
08_mud.mat	"l"	642.248	723.709	674.000	13.449	0.141	11.412	NA	
08_mud.mat	"l"	642.248	723.709	675.000	17.765	0.156	9.719	NA	
08_mud.mat	"l"	642.248	723.709	676.000	19.091	0.159	8.681	NA	
08_mud.mat	"l"	642.248	723.709	677.000	19.411	0.166	6.641	NA	
08_mud.mat	"l"	642.248	723.709	678.000	17.603	0.180	6.715	0.005	
08_mud.mat	"l"	642.248	723.709	679.000	17.467	0.189	6.625	NA	
08_mud.mat	"l"	642.248	723.709	680.000	18.398	0.190	6.443	NA	
08_mud.mat	"l"	642.248	723.709	681.000	18.592	0.209	6.748	NA	
08_mud.mat	"l"	642.248	723.709	682.000	18.571	0.232	6.320	NA	
08_mud.mat	"l"	642.248	723.709	683.000	19.020	0.238	6.729	NA	
08_mud.mat	"l"	642.248	723.709	684.000	17.507	0.246	7.875	NA	
08_mud.mat	"l"	642.248	723.709	685.000	17.586	0.257	9.773	0.007	
08_mud.mat	"l"	642.248	723.709	686.000	16.703	0.261	9.167	NA	
08_mud.mat	"l"	642.248	723.709	687.000	18.172	0.262	11.161	NA	
08_mud.mat	"l"	642.248	723.709	688.000	18.502	0.282	14.902	NA	
08_mud.mat	"l"	642.248	723.709	689.000	17.087	0.309	11.374	NA	
08_mud.mat	"l"	642.248	723.709	690.000	17.440	0.310	11.790	NA	
08_mud.mat	"l"	642.248	723.709	691.000	14.743	0.319	14.007	0.011	
08_mud.mat	"l"	642.248	723.709	692.000	19.000	0.329	11.369	NA	
08_mud.mat	"l"	642.248	723.709	693.000	19.702	0.335	11.050	NA	
08_mud.mat	"l"	642.248	723.709	694.000	19.749	0.336	11.263	NA	
08_mud.mat	"l"	642.248	723.709	695.000	21.472	0.347	14.469	NA	
08_mud.mat	"l"	642.248	723.709	696.000	21.967	0.371	15.873	NA	
08_mud.mat	"l"	642.248	723.709	697.000	20.263	0.391	14.521	NA	
08_mud.mat	"l"	642.248	723.709	698.000	19.664	0.424	15.599	NA	
08_mud.mat	"l"	642.248	723.709	699.000	17.692	0.414	11.671	0.013	
08_mud.mat	"l"	642.248	723.709	700.000	15.980	0.408	13.863	NA	
08_mud.mat	"l"	642.248	723.709	701.000	18.893	0.414	14.134	NA	
08_mud.mat	"l"	642.248	723.709	702.000	19.521	0.420	11.728	NA	
08_mud.mat	"l"	642.248	723.709	703.000	20.835	0.422	10.128	NA	
08_mud.mat	"l"	642.248	723.709	704.000	19.142	0.468	8.933	NA	
08_mud.mat	"l"	642.248	723.709	705.000	20.837	0.629	8.049	NA	
08_mud.mat	"l"	642.248	723.709	706.000	20.403	0.898	7.905	0.013	
08_mud.mat	"l"	642.248	723.709	707.000	19.828	0.988	7.295	NA	
08_mud.mat	"l"	642.248	723.709	708.000	17.118	1.268	5.972	NA	
08_mud.mat	"l"	642.248	723.709	709.000	16.893	1.455	5.066	NA	
08_mud.mat	"l"	642.248	723.709	710.000	16.715	1.524	3.535	NA	
08_mud.mat	"l"	642.248	723.709	711.000	13.491	1.842	0.998	NA	
08_mud.mat	"l"	642.248	723.709	712.000	16.705	1.981	1.557	NA	
08_mud.mat	"l"	642.248	723.709	713.000	18.445	2.159	-0.197	NA	
08_mud.mat	"l"	642.248	723.709	714.000	16.660	3.003	-0.238	0.014	
08_mud.mat	"l"	642.248	723.709	715.000	17.793	3.342	-1.230	NA	
08_mud.mat	"l"	642.248	723.709	716.000	18.692	4.147	-4.457	NA	
08_mud.mat	"l"	642.248	723.709	717.000	19.024	4.361	-5.304	NA	
08_mud.mat	"l"	642.248	723.709	718.000	17.758	4.486	-6.355	NA	
08_mud.mat	"l"	642.248	723.709	719.000	19.011	5.283	-6.616	NA	
08_mud.mat	"l"	642.248	723.709	720.000	18.217	5.839	-7.405	NA	
08_mud.mat	"l"	642.248	723.709	721.000	18.946	6.859	-7.242	NA	
08_mud.mat	"l"	642.248	723.709	722.000	17.673	8.293	-7.545	NA	
08_mud.mat	"l"	642.248	723.709	723.000	16.449	9.162	-7.860	NA	
08_mud.mat	"l"	642.248	723.709	724.000	17.991	9.542	-6.421	NA	
19_shore.mat	"n"	944.504	1116.795	945.000	24.397	4.696	12.528	NA	
19_shore.mat	"n"	944.504	1116.795	946.000	24.688	4.693	13.278	NA	
19_shore.mat	"n"	944.504	1116.795	947.000	25.592	4.676	13.201	NA	
19_shore.mat	"n"	944.504	1116.795	948.000	26.303	4.807	11.068	NA	
19_shore.mat	"n"	944.504	1116.795	949.000	26.708	4.727	12.495	0.019	
19_shore.mat	"n"	944.504	1116.795	950.000	24.078	3.777	12.331	NA	
19_shore.mat	"n"	944.504	1116.795	951.000	24.953	3.589	11.772	NA	
19_shore.mat	"n"	944.504	1116.795	952.000	26.284	3.416	13.199	NA	
19_shore.mat	"n"	944.504	1116.795	953.000	25.940	3.384	8.086	NA	
19_shore.mat	"n"	944.504	1116.795	954.000	24.208	3.376	8.753	NA	
19_shore.mat	"n"	944.504	1116.795	955.000	25.346	3.337	6.399	NA	
19_shore.mat	"n"	944.504	1116.795	956.000	23.497	3.340	7.316	NA	
19_shore.mat	"n"	944.504	1116.795	957.000	23.438	3.346	6.503	NA	
19_shore.mat	"n"	944.504	1116.795	958.000	22.695	3.195	6.370	0.017	
19_shore.mat	"n"	944.504	1116.795	959.000	19.417	2.703	7.617	NA	
19_shore.mat	"n"	944.504	1116.795	960.000	18.336	2.641	2.982	NA	
19_shore.mat	"n"	944.504	1116.795	961.000	17.841	2.634	3.636	NA	
19_shore.mat	"n"	944.504	1116.795	962.000	17.474	2.659	8.911	NA	
19_shore.mat	"n"	944.504	1116.795	963.000	17.809	2.650	8.532	NA	
19_shore.mat	"n"	944.504	1116.795	964.000	15.238	2.584	6.630	NA	
19_shore.mat	"n"	944.504	1116.795	965.000	14.889	2.567	6.967	NA	
19_shore.mat	"n"	944.504	1116.795	966.000	14.149	2.603	8.872	NA	
19_shore.mat	"n"	944.504	1116.795	967.000	18.679	2.536	12.740	NA	
19_shore.mat	"n"	944.504	1116.795	968.000	19.664	2.440	17.071	0.017	
19_shore.mat	"n"	944.504	1116.795	969.000	19.610	2.584	15.774	NA	
19_shore.mat	"n"	944.504	1116.795	970.000	19.796	2.597	17.234	NA	
19_shore.mat	"n"	944.504	1116.795	971.000	18.851	2.641	16.991	NA	
19_shore.mat	"n"	944.504	1116.795	972.000	19.184	2.650	14.913	NA	
19_shore.mat	"n"	944.504	1116.795	973.000	19.598	2.651	15.661	NA	
19_shore.mat	"n"	944.504	1116.795	974.000	19.114	2.644	16.106	NA	
19_shore.mat	"n"	944.504	1116.795	975.000	19.829	2.659	15.200	NA	
19_shore.mat	"n"	944.504	1116.795	976.000	18.525	2.669	16.331	NA	
19_shore.mat	"n"	944.504	1116.795	977.000	17.607	2.787	15.520	0.019	
19_shore.mat	"n"	944.504	1116.795	978.000	17.041	2.753	14.160	NA	
19_shore.mat	"n"	944.504	1116.795	979.000	18.054	2.774	12.125	NA	
19_shore.mat	"n"	944.504	1116.795	980.000	17.854	2.763	9.906	NA	
19_shore.mat	"n"	944.504	1116.795	981.000	14.478	2.769	7.370	NA	
19_shore.mat	"n"	944.504	1116.795	982.000	13.859	2.765	9.059	NA	
19_shore.mat	"n"	944.504	1116.795	983.000	18.965	2.757	10.365	NA	
19_shore.mat	"n"	944.504	1116.795	984.000	20.950	2.750	11.441	NA	
19_shore.mat	"n"	944.504	1116.795	985.000	20.457	2.750	12.131	NA	
19_shore.mat	"n"	944.504	1116.795	986.000	22.090	2.735	12.858	0.020	
19_shore.mat	"n"	944.504	1116.795	987.000	22.054	2.739	14.711	NA	
19_shore.mat	"n"	944.504	1116.795	988.000	22.473	2.737	14.735	NA	
19_shore.mat	"n"	944.504	1116.795	989.000	22.962	2.746	16.739	NA	
19_shore.mat	"n"	944.504	1116.795	990.000	23.280	2.762	16.389	NA	
19_shore.mat	"n"	944.504	1116.795	991.000	23.471	2.756	19.047	NA	
19_shore.mat	"n"	944.504	1116.795	992.000	23.368	2.754	20.231	NA	
19_shore.mat	"n"	944.504	1116.795	993.000	23.179	2.725	22.387	NA	
19_shore.mat	"n"	944.504	1116.795	994.000	22.317	2.720	21.067	NA	
19_shore.mat	"n"	944.504	1116.795	995.000	22.375	2.748	18.353	0.020	
19_shore.mat	"n"	944.504	1116.795	996.000	22.430	2.700	18.438	NA	
19_shore.mat	"n"	944.504	1116.795	997.000	22.007	2.670	19.286	NA	
19_shore.mat	"n"	944.504	1116.795	998.000	21.733	2.643	19.872	NA	
19_shore.mat	"n"	944.504	1116.795	999.000	21.576	2.642	19.094	NA	
19_shore.mat	"n"	944.504	1116.795	1000.000	21.242	2.638	22.706	NA	
19_shore.mat	"n"	944.504	1116.795	1001.000	20.479	2.645	23.471	NA	
19_shore.mat	"n"	944.504	1116.795	1002.000	19.439	2.629	20.893	NA	
19_shore.mat	"n"	944.504	1116.795	1003.000	18.943	2.613	11.322	NA	
19_shore.mat	"n"	944.504	1116.795	1004.000	19.967	2.633	18.901	0.021	
19_shore.mat	"n"	944.504	1116.795	1005.000	20.353	2.539	14.662	NA	
19_shore.mat	"n"	944.504	1116.795	1006.000	20.826	2.514	20.150	NA	
19_shore.mat	"n"	944.504	1116.795	1007.000	20.702	2.473	16.783	NA	
19_shore.mat	"n"	944.504	1116.795	1008.000	21.768	2.467	13.905	NA	
19_shore.mat	"n"	944.504	1116.795	1009.000	21.874	2.465	15.167	NA	
19_shore.mat	"n"	944.504	1116.795	1010.000	19.738	2.471	13.652	NA	
19_shore.mat	"n"	944.504	1116.795	1011.000	21.833	2.461	13.354	NA	
19_shore.mat	"n"	944.504	1116.795	1012.000	21.888	2.452	14.768	NA	
19_shore.mat	"n"	944.504	1116.795	1013.000	25.298	2.336	18.617	0.022	
19_shore.mat	"n"	944.504	1116.795	1014.000	23.404	2.350	19.526	NA	
19_shore.mat	"n"	944.504	1116.795	1015.000	24.366	2.311	20.158	NA	
19_shore.mat	"n"	944.504	1116.795	1016.000	25.312	2.303	20.266	NA	
19_shore.mat	"n"	944.504	1116.795	1017.000	24.686	2.307	21.254	NA	
19_shore.mat	"n"	944.504	1116.795	1018.000	25.551	2.308	20.636	NA	
19_shore.mat	"n"	944.504	1116.795	1019.000	24.073	2.320	20.885	NA	
19_shore.mat	"n"	944.504	1116.795	1020.000	25.632	2.291	20.039	NA	
19_shore.mat	"n"	944.504	1116.795	1021.000	24.718	2.302	19.756	NA	
19_shore.mat	"n"	944.504	1116.795	1022.000	24.051	2.260	18.770	0.022	
19_shore.mat	"n"	944.504	1116.795	1023.000	23.307	2.140	18.593	NA	
19_shore.mat	"n"	944.504	1116.795	1024.000	22.061	2.095	16.903	NA	
19_shore.mat	"n"	944.504	1116.795	1025.000	21.169	2.061	15.581	NA	
19_shore.mat	"n"	944.504	1116.795	1026.000	19.970	2.062	17.508	NA	
19_shore.mat	"n"	944.504	1116.795	1027.000	19.718	2.074	13.707	NA	
19_shore.mat	"n"	944.504	1116.795	1028.000	18.348	2.077	14.873	NA	
19_shore.mat	"n"	944.504	1116.795	1029.000	20.434	2.052	15.070	NA	
19_shore.mat	"n"	944.504	1116.795	1030.000	20.491	2.059	19.813	0.023	
19_shore.mat	"n"	944.504	1116.795	1031.000	20.523	1.927	20.616	NA	
19_shore.mat	"n"	944.504	1116.795	1032.000	21.530	1.921	23.099	NA	
19_shore.mat	"n"	944.504	1116.795	1033.000	21.706	1.882	22.346	NA	
19_shore.mat	"n"	944.504	1116.795	1034.000	21.084	1.870	23.703	NA	
19_shore.mat	"n"	944.504	1116.795	1035.000	22.677	1.875	24.054	NA	
19_shore.mat	"n"	944.504	1116.795	1036.000	22.981	1.910	23.729	NA	
19_shore.mat	"n"	944.504	1116.795	1037.000	21.017	1.899	25.318	NA	
19_shore.mat	"n"	944.504	1116.795	1038.000	19.898	1.901	23.396	NA	
19_shore.mat	"n"	944.504	1116.795	1039.000	21.589	1.901	24.566	0.024	
19_shore.mat	"n"	944.504	1116.795	1040.000	19.845	1.769	20.951	NA	
19_shore.mat	"n"	944.504	1116.795	1041.000	18.852	1.748	18.822	NA	
19_shore.mat	"n"	944.504	1116.795	1042.000	18.313	1.717	20.780	NA	
19_shore.mat	"n"	944.504	1116.795	1043.000	18.194	1.713	17.573	NA	
19_shore.mat	"n"	944.504	1116.795	1044.000	17.952	1.726	18.764	NA	
19_shore.mat	"n"	944.504	1116.795	1045.000	16.889	1.737	17.784	NA	
19_shore.mat	"n"	944.504	1116.795	1046.000	17.087	1.715	22.251	NA	
19_shore.mat	"n"	944.504	1116.795	1047.000	18.567	1.724	21.849	NA	
19_shore.mat	"n"	944.504	1116.795	1048.000	17.735	1.608	25.879	0.025	
19_shore.mat	"n"	944.504	1116.795	1049.000	18.694	1.598	30.669	NA	
19_shore.mat	"n"	944.504	1116.795	1050.000	17.786	1.561	24.877	NA	
19_shore.mat	"n"	944.504	1116.795	1051.000	17.919	1.556	17.989	NA	
19_shore.mat	"n"	944.504	1116.795	1052.000	18.561	1.568	27.165	NA	
19_shore.mat	"n"	944.504	1116.795	1053.000	20.862	1.588	30.485	NA	
19_shore.mat	"n"	944.504	1116.795	1054.000	19.534	1.561	25.556	NA	
19_shore.mat	"n"	944.504	1116.795	1055.000	20.946	1.564	33.077	NA	
19_shore.mat	"n"	944.504	1116.795	1056.000	22.138	1.495	35.252	0.025	
19_shore.mat	"n"	944.504	1116.795	1057.000	21.908	1.416	27.731	NA	
19_shore.mat	"n"	944.504	1116.795	1058.000	21.143	1.393	25.961	NA	
19_shore.mat	"n"	944.504	1116.795	1059.000	20.635	1.376	22.160	NA	
19_shore.mat	"n"	944.504	1116.795	1060.000	20.279	1.391	24.600	NA	
19_shore.mat	"n"	944.504	1116.795	1061.000	19.718	1.408	15.475	NA	
19_shore.mat	"n"	944.504	1116.795	1062.000	19.574	1.384	24.362	NA	
19_shore.mat	"n"	944.504	1116.795	1063.000	22.540	1.382	15.591	NA	
19_shore.mat	"n"	944.504	1116.795	1064.000	20.933	1.342	20.611	0.023	
19_shore.mat	"n"	944.504	1116.795	1065.000	21.749	1.244	17.225	NA	
19_shore.mat	"n"	944.504	1116.795	1066.000	22.852	1.236	20.898	NA	
19_shore.mat	"n"	944.504	1116.795	1067.000	23.407	1.208	19.362	NA	
19_shore.mat	"n"	944.504	1116.795	1068.000	21.911	1.220	15.920	NA	
19_shore.mat	"n"	944.504	1116.795	1069.000	21.268	1.229	17.086	NA	
19_shore.mat	"n"	944.504	1116.795	1070.000	21.662	1.199	16.427	NA	
19_shore.mat	"n"	944.504	1116.795	1071.000	19.810	1.196	14.671	NA	
19_shore.mat	"n"	944.504	1116.795	1072.000	20.744	1.146	15.392	NA	
19_shore.mat	"n"	944.504	1116.795	1073.000	19.068	1.048	13.402	0.023	
19_shore.mat	"n"	944.504	1116.795	1074.000	17.756	1.038	13.639	NA	
19_shore.mat	"n"	944.504	1116.795	1075.000	13.292	1.006	14.808	NA	
19_shore.mat	"n"	944.504	1116.795	1076.000	13.329	1.020	14.185	NA	
19_shore.mat	"n"	944.504	1116.795	1077.000	14.542	1.029	16.602	NA	
19_shore.mat	"n"	944.504	1116.795	1078.000	13.206	0.990	17.451	NA	
19_shore.mat	"n"	944.504	1116.795	1079.000	17.206	0.989	16.719	NA	
19_shore.mat	"n"	944.504	1116.795	1080.000	14.367	0.951	14.981	NA	
19_shore.mat	"n"	944.504	1116.795	1081.000	16.747	0.851	13.814	0.021	
19_shore.mat	"n"	944.504	1116.795	1082.000	14.065	0.829	14.569	NA	
19_shore.mat	"n"	944.504	1116.795	1083.000	12.765	0.810	13.645	NA	
19_shore.mat	"n"	944.504	1116.795	1084.000	13.201	0.818	16.853	NA	
19_shore.mat	"n"	944.504	1116.795	1085.000	13.831	0.823	15.382	NA	
19_shore.mat	"n"	944.504	1116.795	1086.000	12.583	0.795	17.098	NA	
19_shore.mat	"n"	944.504	1116.795	1087.000	14.074	0.782	15.141	NA	
