Filename	word	vowel	F1	F2	F3	Duration	Timepoint	VowelPercent	MeasType
50_more	Unlabeled	ən	122.49864309795237	821.5610195506339	1513.943372536311	509	12	100.00	auto
51_sure	Unlabeled	io	398.27304862028376	1040.5448699225055	1968.1353045118312	248	1	0	auto
51_sure	Unlabeled	io	411.3886895434153	886.7300608242875	1812.7822268432528	248	2	9.09	auto
51_sure	Unlabeled	io	408.32366067941837	777.8687194890248	906.3691195292596	248	3	18.18	auto
51_sure	Unlabeled	io	410.14475206935566	727.2902950091577	1453.2039522213656	248	4	27.27	auto
51_sure	Unlabeled	io	418.0777296451567	699.5252012997371	2201.2337625222167	248	5	36.36	auto
51_sure	Unlabeled	io	407.46204675605003	684.116269203851	1797.5859003266523	248	6	45.45	auto
51_sure	Unlabeled	io	379.10681107670865	654.0588004836992	1013.5739036294452	248	7	54.55	auto
51_sure	Unlabeled	io	425.8273677713309	661.1255932721032	1299.3479859720005	248	8	63.64	auto
51_sure	Unlabeled	io	411.4717406927428	595.6673238308861	1231.8851816915171	248	9	72.73	auto
51_sure	Unlabeled	io	410.9283856271344	671.5418410133967	1087.2858869216504	248	10	81.82	auto
51_sure	Unlabeled	io	293.3610209075637	583.9702476900111	1498.66547852172	248	11	90.91	auto
51_sure	Unlabeled	io	445.06442424206836	536.6503393449734	850.760338093235	248	12	100.00	auto
52_pandemic	Unlabeled	yu	242.0582066031617	1523.36336122534	2483.7697054164028	455	1	0	auto
52_pandemic	Unlabeled	yu	304.7358975695137	1650.5549859245057	2242.184017706159	455	2	9.09	auto
52_pandemic	Unlabeled	yu	292.3099088479581	424.9925076697177	2297.210622955001	455	3	18.18	auto
52_pandemic	Unlabeled	yu	228.55942934643525	331.3608232622256	2104.5706508159683	455	4	27.27	auto
52_pandemic	Unlabeled	yu	344.8488213440063	2004.914207071033	2326.701705354347	455	5	36.36	auto
52_pandemic	Unlabeled	yu	331.2163434892669	1453.6861556051726	2247.4457915792555	455	6	45.45	auto
52_pandemic	Unlabeled	yu	331.3839926142917	1081.8241515019363	2307.0275400243377	455	7	54.55	auto
52_pandemic	Unlabeled	yu	322.988064910763	822.6138030159827	1766.5496761370716	455	8	63.64	auto
52_pandemic	Unlabeled	yu	308.86424900063645	703.1328285606662	1691.7006642720312	455	9	72.73	auto
52_pandemic	Unlabeled	yu	330.0077950232067	712.7948470466415	2249.5854565261334	455	10	81.82	auto
52_pandemic	Unlabeled	yu	384.6306861553675	776.045579230434	1967.4734321272483	455	11	90.91	auto
52_pandemic	Unlabeled	yu	391.3932120970251	1129.466419199976	1634.7151507748035	455	12	100.00	auto
53_cloud	Unlabeled	yn	252.6497137258479	2066.8924350318603	2314.0375614404684	481	1	0	auto
53_cloud	Unlabeled	yn	259.7688496950539	2004.9454394073612	2249.8908750563255	481	2	9.09	auto
53_cloud	Unlabeled	yn	267.9560283288718	1945.5880787505685	2233.2076028724628	481	3	18.18	auto
53_cloud	Unlabeled	yn	293.2897999792227	2003.794765761853	2338.1939102563324	481	4	27.27	auto
53_cloud	Unlabeled	yn	299.7851762014975	2107.170025908734	2474.3891122671566	481	5	36.36	auto
53_cloud	Unlabeled	yn	244.271906538621	433.63063056985357	1992.9926697249375	481	6	45.45	auto
53_cloud	Unlabeled	yn	260.34685546268037	1536.5688615018948	2078.546495242776	481	7	54.55	auto
53_cloud	Unlabeled	yn	282.38697404820357	1554.527723075185	2037.6621351870224	481	8	63.64	auto
53_cloud	Unlabeled	yn	297.81134141666286	1570.8244543917338	2031.5135636587613	481	9	72.73	auto
53_cloud	Unlabeled	yn	253.14639244737944	1400.6392416043884	2049.5102105777914	481	10	81.82	auto
53_cloud	Unlabeled	yn	186.0452386864631	872.1978205495644	1434.387215393435	481	11	90.91	auto
53_cloud	Unlabeled	yn	113.37391605229651	796.5665371565624	1601.124374209334	481	12	100.00	auto
